"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UP24PKSS","journalArticle","2026","Li, Zhongqin; Niklas, Karl J; Wang, Jinfeng; Deng, Linli; Huang, Weiwei; Shi, Peijian","Scaling relationship between total leaf size and total number of leaves per culm of Semiarundinaria densiflora","Annals of Botany","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","1179–1186","","5","137","","","","","","","","Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EB243PGD","journalArticle","2026","Ardiyanti, Rizza; Azrague, Kamal; Hallé, Cynthia","From wastewater to soil improver: Assessing the risks and quality of wastewater resource recovery products","Journal of Cleaner Production","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","148529","","","565","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQEN62U7","journalArticle","2026","Ardiyanti, Rizza; Azrague, Kamal; Hallé, Cynthia","From wastewater to soil improver: Assessing the risks and quality of wastewater resource recovery products","Journal of Cleaner Production","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","148529","","","565","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IW9855WH","journalArticle","2026","Xu, Chen; Zhai, Xianyue; Kan, Zexi; Bian, Ziyao; Wang, Borui; Kang, Xilong; Jiao, Xinan; Meng, Chuang; Pan, Zhiming","Analysis of risk profiles for Salmonella exposure from pork consumption in China: A combined Meta-analysis and quantitative microbial risk assessment model","Food Research International","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","119751","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCME8A59","journalArticle","2026","Xu, Chen; Zhai, Xianyue; Kan, Zexi; Bian, Ziyao; Wang, Borui; Kang, Xilong; Jiao, Xinan; Meng, Chuang; Pan, Zhiming","Analysis of risk profiles for Salmonella exposure from pork consumption in China: A combined Meta-analysis and quantitative microbial risk assessment model","Food Research International","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","119751","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4HEZYSXS","journalArticle","2026","Araujo-Silva, Heloysa; Schaaf, Marcel; Luchiari, Ana Carolina; Tudorache, Christian","Acute effects of alcohol and nicotine on behaviour in proactive and reactive zebrafish coping styles","Progress in Neuro-Psychopharmacology and Biological Psychiatry","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","111792","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AW2X9XM","journalArticle","2026","Araujo-Silva, Heloysa; Schaaf, Marcel; Luchiari, Ana Carolina; Tudorache, Christian","Acute effects of alcohol and nicotine on behaviour in proactive and reactive zebrafish coping styles","Progress in Neuro-Psychopharmacology and Biological Psychiatry","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","111792","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFITLRQW","journalArticle","2026","Ros, Albert; Baer, Jan; Fromherz, Matthias; Geist, Juergen; Brinker, Alexander","Buoyancy aptitude of the European wels catfish in relation to vertical migration and hunting behaviour","Movement Ecology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YH2BFLM7","journalArticle","2026","Ros, Albert; Baer, Jan; Fromherz, Matthias; Geist, Juergen; Brinker, Alexander","Buoyancy aptitude of the European wels catfish in relation to vertical migration and hunting behaviour","Movement Ecology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","","","","","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEK96FW2","journalArticle","2026","Seelig, Simon; Thalheim, Felix; Seelig, Magdalena; Töchterle, Paul; Vremec, Matevž; Masten, Martin; Brielmann, Heike; Eybl, Jutta; Winkler, Gerfried","Young water fractions in spring discharge","Journal of Hydrology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","135221","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DKKK2CQ2","journalArticle","2026","Seelig, Simon; Thalheim, Felix; Seelig, Magdalena; Töchterle, Paul; Vremec, Matevž; Masten, Martin; Brielmann, Heike; Eybl, Jutta; Winkler, Gerfried","Young water fractions in spring discharge","Journal of Hydrology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","135221","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IGLNEZ4Y","journalArticle","2026","Olivos, Carlos; Vinel, Alexander; Silva, Daniel F","Modeling flex-route transit systems with a continuous approximation Markovian approach","Computers & Operations Research","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","107562","","","194","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAGCVEG8","journalArticle","2026","Olivos, Carlos; Vinel, Alexander; Silva, Daniel F","Modeling flex-route transit systems with a continuous approximation Markovian approach","Computers & Operations Research","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","107562","","","194","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R5JLMPVQ","journalArticle","2026","Hale, Charles O; Hsu, Sheng-Kai; Zhai, Jingjing; Schulz, Aimee; Aubuchon-Elder, Taylor; Costa-Neto, Germano; Gelfond, Allen; El-Walid, Mohamed Z; Hufford, Matthew; Kellogg, Elizabeth A; others","Widespread turnover of a conserved cis-regulatory code across 589 grass species","Molecular Biology and Evolution","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","msaf324","","1","43","","","","","","","","Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FY2XLJXD","journalArticle","2026","Hale, Charles O; Hsu, Sheng-Kai; Zhai, Jingjing; Schulz, Aimee; Aubuchon-Elder, Taylor; Costa-Neto, Germano; Gelfond, Allen; El-Walid, Mohamed Z; Hufford, Matthew; Kellogg, Elizabeth A; others","Widespread turnover of a conserved cis-regulatory code across 589 grass species","Molecular Biology and Evolution","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","msaf324","","1","43","","","","","","","","Oxford University Press UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2YPB3Y5","journalArticle","2026","Isabwe, Alain; Stow, Craig A; Godwin, Casey M","Microcystin in western Lake Erie: co-occurrence with biomass indicators, and the effects of abiotic factors","Ecological Informatics","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","103857","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFJ5JVY3","journalArticle","2026","Isabwe, Alain; Stow, Craig A; Godwin, Casey M","Microcystin in western Lake Erie: co-occurrence with biomass indicators, and the effects of abiotic factors","Ecological Informatics","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","103857","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QW2GFVA4","journalArticle","2026","Gintberg, Marcus Max; Bahrndorff, Simon; Andersen, Line Holm","Time-dependent effects of beavers on terrestrial invertebrate biomass and diversity","iScience","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","","","6","29","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29A365T8","journalArticle","2026","Gintberg, Marcus Max; Bahrndorff, Simon; Andersen, Line Holm","Time-dependent effects of beavers on terrestrial invertebrate biomass and diversity","iScience","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","","","6","29","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VP2QB88H","journalArticle","2026","Hautefeuille, Sophie; Tareb, Raouf; Bouju-Albert, Agnès; Misery, Boris; Benincà, Elisa; Bergval, Indra; Laroche, Béatrice; Guillou, Sandrine; Haddad, Nabila","Campylobacter Survival Potentially Influenced By Key Microbial Species Within The microbiota on Free-Range Broiler Carcasses During Refrigerated Storage","Food Microbiology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","105156","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DS4NNWY","journalArticle","2026","Hautefeuille, Sophie; Tareb, Raouf; Bouju-Albert, Agnès; Misery, Boris; Benincà, Elisa; Bergval, Indra; Laroche, Béatrice; Guillou, Sandrine; Haddad, Nabila","Campylobacter Survival Potentially Influenced By Key Microbial Species Within The microbiota on Free-Range Broiler Carcasses During Refrigerated Storage","Food Microbiology","","","","","","2026","2026-06-21 20:16:10","2026-06-21 20:16:10","","105156","","","","","","","","","","","Elsevier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
